                                    QX( 3)  Minersville Reservoir inlfow                                                 PAGE  1

           WATER
           YEAR    OCT     NOV     DEC     JAN     FEB     MAR     APR     MAY     JUN     JUL     AUG     SEP       ANN
           1996   1780.   2565.   3017.   2558.   2431.   1877.   1003.    628.    573.    695.    927.    384.    18438.    18438.
           1997    654.   2510.   2616.   2526.   1677.   2223.   1562.   8161.   5822.   2712.   3005.   1678.    35147.    35147.
           1998   2526.   2693.   2484.   3545.   2183.   2780.   2980.   7161.  16813.   5220.   4548.   3751.    56684.    56684.
           1999   2920.   3812.   2701.   3637.   2502.   2100.   1760.    -14.    -88.   7527.   5226.   7750.    39833.    39833.
           2000   1873.    784.   -675.   3369.   2712.   2155.    263.    198.    419.   1208.    211.   -404.    12112.    12112.
           2001   1611.   1736.   1921.   1976.   1895.   1913.    531.   1295.   2295.   1047.    949.     88.    17258.    17258.
           2002   -562.    212.   2139.   1868.   1826.   1382.    371.   1150.    -80.    308.     56.    382.     9054.     9054.
           2003    257.   1214.   1331.   1312.   1233.   1510.   -250.   1152.    341.    194.    177.    775.     9245.     9245.
          *2004    547.   1120.   1803.   2154.   2091.   3302.   2122.    836.      0.    179.    294.    164.    14611.    13187.
          *2005   1083.   2002.   2348.   2535.   2405.   2064.   1741.  15439.  29512.   7508.   4611.   3429.    74677.    80561.
          *2006   3597.   3864.   4234.   4532.   5152.   2645.   2564.   4744.      0.   1130.    662.    698.    33822.    26566.
          *2007   2251.   2074.   2504.   3813.   3685.   3457.   1030.      0.      0.      0.    236.     50.    19100.     9744.
          *2008    541.   1048.   1371.   1841.   1704.   1721.      0.      0.    646.   1829.    545.    198.    11443.    14044.
          *2009    929.   1372.   1634.   2139.   2278.   2870.   2534.   7589.      0.   1973.   1707.    463.    25488.    26642.

           AVE.   2009.   2165.   2455.   2690.   2530.   2589.   2675.   6278.   5909.   2112.   1754.   1289.    34454.    33249.


          * DATA CORRELATED WITH STATION:     10234500 BEAVER RIVER NEAR BEAVER, UT                     Acre-Feet             

           NUMBER OF YEARS   95                       Linear Regression   
                                                                                                                        PAGE  6

          Correlation Coefficients           09:16:44.1          05/15/2011
                      Linear Regression   
          1 OCT  A=-.242837349E+04, B=0.308051128E+01, R=  0.900702, R*R=  0.811264
          2 NOV  A=-.168651460E+04, B=0.299842267E+01, R=  0.851701, R*R=  0.725394
          3 DEC  A=-.141677348E+04, B=0.324562615E+01, R=  0.761203, R*R=  0.579431
          4 JAN  A=-.134540987E+04, B=0.359251217E+01, R=  0.759292, R*R=  0.576524
          5 FEB  A=-.197427774E+04, B=0.425213413E+01, R=  0.659944, R*R=  0.435526
          6 MAR  A=-.141951853E+04, B=0.287877319E+01, R=  0.747903, R*R=  0.559359
          7 APR  A=-.408467449E+04, B=0.214187540E+01, R=  0.712371, R*R=  0.507472
          8 MAY  A=-.722945774E+04, B=0.131717442E+01, R=  0.926191, R*R=  0.857830
          9 JUN  A=-.653342369E+04, B=0.135354691E+01, R=  0.968809, R*R=  0.938591
         10 JUL  A=-.105441696E+04, B=0.813943401E+00, R=  0.933997, R*R=  0.872350
         11 AUG  A=-.120937854E+04, B=0.131978029E+01, R=  0.885812, R*R=  0.784663
         12 SEP  A=-.193583848E+04, B=0.210396733E+01, R=  0.783244, R*R=  0.613471
         13 ANN  A=-.193161344E+05, B=0.140890008E+01, R=  0.964028, R*R=  0.929350


         Base Station:       O:\STREAMFL\MONTH\10234500.mon
         Correlated Station: O:\DATABASE\WATBUDG\Data\OutPut\MinersvilleInflow.mon
         Print File Name:    O:\DATABASE\WATBUDG\Data\OutPut\MinersvilleInflow.prn
         Output/Save File:   O:\DATABASE\WATBUDG\Data\OutPut\MinersvilleInflow.corr
